Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[185]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<Object*>::new_allocator() [185]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<Object*>::~allocator() [188]
[186]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<Object*>::~new_allocator() [186]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<Object*, std::allocator<Object*> >::_Vector_impl::_Vector_impl() [190]
[187]    0.0    0.00    0.00       1         std::allocator<Object*>::allocator() [187]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<Object*>::new_allocator() [185]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<Object*, std::allocator<Object*> >::_Vector_impl::~_Vector_impl() [191]
[188]    0.0    0.00    0.00       1         std::allocator<Object*>::~allocator() [188]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<Object*>::~new_allocator() [186]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Destroy<Object**>(Object**, Object**) [204]
[189]    0.0    0.00    0.00       1         void std::_Destroy_aux<true>::__destroy<Object**>(Object**, Object**) [189]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<Object*, std::allocator<Object*> >::_Vector_base() [193]
[190]    0.0    0.00    0.00       1         std::_Vector_base<Object*, std::allocator<Object*> >::_Vector_impl::_Vector_impl() [190]
                0.00    0.00       1/1           std::_Vector_base<Object*, std::allocator<Object*> >::_Vector_impl_data::_Vector_impl_data() [192]
                0.00    0.00       1/1           std::allocator<Object*>::allocator() [187]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<Object*, std::allocator<Object*> >::~_Vector_base() [194]
[191]    0.0    0.00    0.00       1         std::_Vector_base<Object*, std::allocator<Object*> >::_Vector_impl::~_Vector_impl() [191]
                0.00    0.00       1/1           std::allocator<Object*>::~allocator() [188]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<Object*, std::allocator<Object*> >::_Vector_impl::_Vector_impl() [190]
[192]    0.0    0.00    0.00       1         std::_Vector_base<Object*, std::allocator<Object*> >::_Vector_impl_data::_Vector_impl_data() [192]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<Object*, std::allocator<Object*> >::vector() [202]
[193]    0.0    0.00    0.00       1         std::_Vector_base<Object*, std::allocator<Object*> >::_Vector_base() [193]
                0.00    0.00       1/1           std::_Vector_base<Object*, std::allocator<Object*> >::_Vector_impl::_Vector_impl() [190]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<Object*, std::allocator<Object*> >::~vector() [203]
[194]    0.0    0.00    0.00       1         std::_Vector_base<Object*, std::allocator<Object*> >::~_Vector_base() [194]
                0.00    0.00       1/1           std::_Vector_base<Object*, std::allocator<Object*> >::_Vector_impl::~_Vector_impl() [191]
                0.00    0.00       1/5           std::_Vector_base<Object*, std::allocator<Object*> >::_M_deallocate(Object**, unsigned long) [160]
-----------------------------------------------
                0.00    0.00       1/1           std::chrono::duration<double, std::ratio<1l, 1l> >::duration<long, std::ratio<1l, 1000000000l>, void>(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [197]
[195]    0.0    0.00    0.00       1         std::enable_if<std::chrono::__is_duration<std::chrono::duration<double, std::ratio<1l, 1l> > >::value, std::chrono::duration<double, std::ratio<1l, 1l> > >::type std::chrono::duration_cast<std::chrono::duration<double, std::ratio<1l, 1l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [195]
                0.00    0.00       1/1           std::chrono::duration<double, std::ratio<1l, 1l> > std::chrono::__duration_cast_impl<std::chrono::duration<double, std::ratio<1l, 1l> >, std::ratio<1l, 1000000000l>, double, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [196]
-----------------------------------------------
                0.00    0.00       1/1           std::enable_if<std::chrono::__is_duration<std::chrono::duration<double, std::ratio<1l, 1l> > >::value, std::chrono::duration<double, std::ratio<1l, 1l> > >::type std::chrono::duration_cast<std::chrono::duration<double, std::ratio<1l, 1l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [195]
[196]    0.0    0.00    0.00       1         std::chrono::duration<double, std::ratio<1l, 1l> > std::chrono::__duration_cast_impl<std::chrono::duration<double, std::ratio<1l, 1l> >, std::ratio<1l, 1000000000l>, double, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [196]
                0.00    0.00       1/3           std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const [173]
                0.00    0.00       1/1           std::chrono::duration<double, std::ratio<1l, 1l> >::duration<double, void>(double const&) [198]
-----------------------------------------------
                0.00    0.00       1/1           main [78]
[197]    0.0    0.00    0.00       1         std::chrono::duration<double, std::ratio<1l, 1l> >::duration<long, std::ratio<1l, 1000000000l>, void>(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [197]
                0.00    0.00       1/1           std::enable_if<std::chrono::__is_duration<std::chrono::duration<double, std::ratio<1l, 1l> > >::value, std::chrono::duration<double, std::ratio<1l, 1l> > >::type std::chrono::duration_cast<std::chrono::duration<double, std::ratio<1l, 1l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [195]
                0.00    0.00       1/2           std::chrono::duration<double, std::ratio<1l, 1l> >::count() const [175]
-----------------------------------------------
                0.00    0.00       1/1           std::chrono::duration<double, std::ratio<1l, 1l> > std::chrono::__duration_cast_impl<std::chrono::duration<double, std::ratio<1l, 1l> >, std::ratio<1l, 1000000000l>, double, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [196]
[198]    0.0    0.00    0.00       1         std::chrono::duration<double, std::ratio<1l, 1l> >::duration<double, void>(double const&) [198]
-----------------------------------------------
                0.00    0.00       1/1           std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [201]
[199]    0.0    0.00    0.00       1         std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&) [199]
-----------------------------------------------
                0.00    0.00       1/1           main [78]
[200]    0.0    0.00    0.00       1         std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [200]
                0.00    0.00       2/2           std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_since_epoch() const [174]
                0.00    0.00       1/1           std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [201]
-----------------------------------------------
                0.00    0.00       1/1           std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [200]
[201]    0.0    0.00    0.00       1         std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [201]
                0.00    0.00       2/3           std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const [173]
                0.00    0.00       1/1           std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&) [199]
-----------------------------------------------
                0.00    0.00       1/1           createScene() [96]
[202]    0.0    0.00    0.00       1         std::vector<Object*, std::allocator<Object*> >::vector() [202]
                0.00    0.00       1/1           std::_Vector_base<Object*, std::allocator<Object*> >::_Vector_base() [193]
-----------------------------------------------
                0.00    0.00       1/1           main [78]
[203]    0.0    0.00    0.00       1         std::vector<Object*, std::allocator<Object*> >::~vector() [203]
                0.00    0.00       1/9           std::_Vector_base<Object*, std::allocator<Object*> >::_M_get_Tp_allocator() [131]
                0.00    0.00       1/1           void std::_Destroy<Object**, Object*>(Object**, Object**, std::allocator<Object*>&) [205]
                0.00    0.00       1/1           std::_Vector_base<Object*, std::allocator<Object*> >::~_Vector_base() [194]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Destroy<Object**, Object*>(Object**, Object**, std::allocator<Object*>&) [205]
[204]    0.0    0.00    0.00       1         void std::_Destroy<Object**>(Object**, Object**) [204]
                0.00    0.00       1/1           void std::_Destroy_aux<true>::__destroy<Object**>(Object**, Object**) [189]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<Object*, std::allocator<Object*> >::~vector() [203]
[205]    0.0    0.00    0.00       1         void std::_Destroy<Object**, Object*>(Object**, Object**, std::allocator<Object*>&) [205]
                0.00    0.00       1/1           void std::_Destroy<Object**>(Object**, Object**) [204]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2022 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

   [1] _GLOBAL__sub_I__Z18findFirstCollisionRK3RayRKSt6vectorIP6ObjectSaIS4_EE [21] Sphere::intersect(Ray const&, double, double, Vec3&, double&, Vec3&) const [143] std::uniform_real_distribution<double>::uniform_real_distribution(double, double)
  [96] createScene()         [111] __gnu_cxx::new_allocator<Vec3>::_M_max_size() const [5] double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&)
   [4] randomDouble()        [115] __gnu_cxx::new_allocator<Vec3>::max_size() const [6] double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_real_distribution<double>::param_type const&)
   [2] calculateColor(Ray const&, std::vector<Object*, std::allocator<Object*> > const&, int) [129] __gnu_cxx::new_allocator<Object*>::_M_max_size() const [195] std::enable_if<std::chrono::__is_duration<std::chrono::duration<double, std::ratio<1l, 1l> > >::value, std::chrono::duration<double, std::ratio<1l, 1l> > >::type std::chrono::duration_cast<std::chrono::duration<double, std::ratio<1l, 1l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
   [3] findFirstCollision(Ray const&, std::vector<Object*, std::allocator<Object*> > const&) [133] __gnu_cxx::new_allocator<Object*>::max_size() const [196] std::chrono::duration<double, std::ratio<1l, 1l> > std::chrono::__duration_cast_impl<std::chrono::duration<double, std::ratio<1l, 1l> >, std::ratio<1l, 1000000000l>, double, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
 [176] __static_initialization_and_destruction_0(int, int) [58] __gnu_cxx::__normal_iterator<Vec3*, std::vector<Vec3, std::allocator<Vec3> > >::base() const [197] std::chrono::duration<double, std::ratio<1l, 1l> >::duration<long, std::ratio<1l, 1000000000l>, void>(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
  [75] __static_initialization_and_destruction_0(int, int) [83] __gnu_cxx::__normal_iterator<Vec3*, std::vector<Vec3, std::allocator<Vec3> > >::operator*() const [198] std::chrono::duration<double, std::ratio<1l, 1l> >::duration<double, void>(double const&)
 [177] __static_initialization_and_destruction_0(int, int) [19] __gnu_cxx::__normal_iterator<Object* const*, std::vector<Object*, std::allocator<Object*> > >::base() const [199] std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&)
  [90] __static_initialization_and_destruction_0(int, int) [45] __gnu_cxx::__normal_iterator<Object* const*, std::vector<Object*, std::allocator<Object*> > >::operator*() const [200] std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&)
 [178] __static_initialization_and_destruction_0(int, int) [127] __gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >::base() const [201] std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
 [179] __static_initialization_and_destruction_0(int, int) [155] __gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >::operator*() const [88] std::vector<Vec3, std::allocator<Vec3> >::_S_max_size(std::allocator<Vec3> const&)
 [180] __static_initialization_and_destruction_0(int, int) [156] __gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >::operator-(long) const [60] std::vector<Vec3, std::allocator<Vec3> >::_S_check_init_len(unsigned long, std::allocator<Vec3> const&)
 [181] __static_initialization_and_destruction_0(int, int) [134] std::_Vector_base<Object*, std::allocator<Object*> >::_M_get_Tp_allocator() const [30] std::vector<Vec3, std::allocator<Vec3> >::_M_fill_initialize(unsigned long, Vec3 const&)
  [79] render(double, double, std::vector<Object*, std::allocator<Object*> > const&, char*, Vec3 const&, Vec3 const&, Vec3 const&, double, int, int) [46] std::uniform_real_distribution<double>::param_type::a() const [92] std::vector<Vec3, std::allocator<Vec3> >::end()
 [182] img2rgb(unsigned int, unsigned int, double*) [56] std::uniform_real_distribution<double>::param_type::b() const [63] std::vector<Vec3, std::allocator<Vec3> >::begin()
 [183] writePPM(char*, unsigned int, unsigned int, unsigned char*) [174] std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_since_epoch() const [24] std::vector<Vec3, std::allocator<Vec3> >::vector(unsigned long, Vec3 const&, std::allocator<Vec3> const&)
 [162] Lambertian::Lambertian(Vec3 const&) [175] std::chrono::duration<double, std::ratio<1l, 1l> >::count() const [61] std::vector<Vec3, std::allocator<Vec3> >::~vector()
  [27] Ray::Ray(Vec3 const&, Vec3 const&) [173] std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const [82] std::vector<Vec3, std::allocator<Vec3> >::operator[](unsigned long)
  [41] Ray::Ray()            [167] std::vector<Object*, std::allocator<Object*> >::_M_check_len(unsigned long, char const*) const [144] std::vector<Object*, std::allocator<Object*> >::_S_max_size(std::allocator<Object*> const&)
 [159] AABB::AABB(Material*, Vec3 const&, Vec3 const&) [42] std::vector<Object*, std::allocator<Object*> >::end() const [145] std::vector<Object*, std::allocator<Object*> >::_S_relocate(Object**, Object**, Object**, std::allocator<Object*>&)
  [53] AABB::~AABB()         [128] std::vector<Object*, std::allocator<Object*> >::size() const [99] Object*& std::vector<Object*, std::allocator<Object*> >::emplace_back<Object*>(Object*&&)
  [20] Vec3::Vec3(double, double, double) [47] std::vector<Object*, std::allocator<Object*> >::begin() const [146] std::vector<Object*, std::allocator<Object*> >::_S_do_relocate(Object**, Object**, Object**, std::allocator<Object*>&, std::integral_constant<bool, true>)
  [15] Vec3::Vec3()          [135] std::vector<Object*, std::allocator<Object*> >::max_size() const [101] void std::vector<Object*, std::allocator<Object*> >::_M_realloc_insert<Object*>(__gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >, Object*&&)
  [65] Vec3::operator-()      [85] std::allocator<Vec3>::allocator(std::allocator<Vec3> const&) [130] std::vector<Object*, std::allocator<Object*> >::end()
  [80] Camera::Camera(Vec3 const&, Vec3 const&, Vec3 const&, double, double) [57] std::allocator<Vec3>::allocator() [157] std::vector<Object*, std::allocator<Object*> >::back()
 [154] Object::Object(Material*) [84] std::allocator<Vec3>::~allocator() [171] std::vector<Object*, std::allocator<Object*> >::begin()
 [184] Sphere::Sphere(Material*, double, Vec3 const&) [187] std::allocator<Object*>::allocator() [100] std::vector<Object*, std::allocator<Object*> >::push_back(Object*&&)
  [40] HitInfo::HitInfo()    [188] std::allocator<Object*>::~allocator() [202] std::vector<Object*, std::allocator<Object*> >::vector()
 [163] Material::Material()  [136] std::char_traits<char>::length(char const*) [203] std::vector<Object*, std::allocator<Object*> >::~vector()
  [87] __gnu_cxx::new_allocator<Vec3>::deallocate(Vec3*, unsigned long) [117] void std::_Destroy_aux<true>::__destroy<Vec3*>(Vec3*, Vec3*) [147] void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)
  [72] __gnu_cxx::new_allocator<Vec3>::allocate(unsigned long, void const*) [189] void std::_Destroy_aux<true>::__destroy<Object**>(Object**, Object**) [148] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&)
  [74] __gnu_cxx::new_allocator<Vec3>::new_allocator() [64] std::_Vector_base<Vec3, std::allocator<Vec3> >::_M_allocate(unsigned long) [120] std::__detail::_Mod<unsigned long, 4294967296ul, 1ul, 0ul, true, true>::__calc(unsigned long)
 [112] __gnu_cxx::new_allocator<Vec3>::new_allocator(__gnu_cxx::new_allocator<Vec3> const&) [93] std::_Vector_base<Vec3, std::allocator<Vec3> >::_Vector_impl::_Vector_impl(std::allocator<Vec3> const&) [121] std::__detail::_Mod<unsigned long, 624ul, 1ul, 0ul, true, true>::__calc(unsigned long)
 [110] __gnu_cxx::new_allocator<Vec3>::~new_allocator() [94] std::_Vector_base<Vec3, std::allocator<Vec3> >::_Vector_impl::~_Vector_impl() [123] unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long)
 [164] __gnu_cxx::new_allocator<Object*>::deallocate(Object**, unsigned long) [67] std::_Vector_base<Vec3, std::allocator<Vec3> >::_M_deallocate(Vec3*, unsigned long) [122] unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long)
 [165] __gnu_cxx::new_allocator<Object*>::allocate(unsigned long, void const*) [51] std::_Vector_base<Vec3, std::allocator<Vec3> >::_M_create_storage(unsigned long) [48] std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, double>::_Adaptor(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&)
  [97] void __gnu_cxx::new_allocator<Object*>::construct<Object*, Object*>(Object**, Object*&&) [113] std::_Vector_base<Vec3, std::allocator<Vec3> >::_Vector_impl_data::_Vector_impl_data() [8] std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, double>::operator()()
 [185] __gnu_cxx::new_allocator<Object*>::new_allocator() [71] std::_Vector_base<Vec3, std::allocator<Vec3> >::_M_get_Tp_allocator() [39] void std::_Construct<Vec3, Vec3 const&>(Vec3*, Vec3 const&)
 [186] __gnu_cxx::new_allocator<Object*>::~new_allocator() [49] std::_Vector_base<Vec3, std::allocator<Vec3> >::_Vector_base(unsigned long, std::allocator<Vec3> const&) [149] std::iterator_traits<char const*>::difference_type std::__distance<char const*>(char const*, char const*, std::random_access_iterator_tag)
 [132] bool __gnu_cxx::__is_null_pointer<char const>(char const*) [66] std::_Vector_base<Vec3, std::allocator<Vec3> >::~_Vector_base() [70] Vec3* std::__addressof<Vec3>(Vec3&)
  [86] __gnu_cxx::__normal_iterator<Vec3*, std::vector<Vec3, std::allocator<Vec3> > >::__normal_iterator(Vec3* const&) [168] std::_Vector_base<Object*, std::allocator<Object*> >::_M_allocate(unsigned long) [124] Object** std::__niter_base<Object**>(Object**)
  [68] __gnu_cxx::__normal_iterator<Vec3*, std::vector<Vec3, std::allocator<Vec3> > >::operator++() [190] std::_Vector_base<Object*, std::allocator<Object*> >::_Vector_impl::_Vector_impl() [150] Object** std::__relocate_a<Object**, Object**, std::allocator<Object*> >(Object**, Object**, Object**, std::allocator<Object*>&)
  [44] __gnu_cxx::__normal_iterator<Object* const*, std::vector<Object*, std::allocator<Object*> > >::__normal_iterator(Object* const* const&) [191] std::_Vector_base<Object*, std::allocator<Object*> >::_Vector_impl::~_Vector_impl() [151] std::enable_if<std::__is_bitwise_relocatable<Object*, void>::value, Object**>::type std::__relocate_a_1<Object*, Object*>(Object**, Object**, Object**, std::allocator<Object*>&)
  [43] __gnu_cxx::__normal_iterator<Object* const*, std::vector<Object*, std::allocator<Object*> > >::operator++() [160] std::_Vector_base<Object*, std::allocator<Object*> >::_M_deallocate(Object**, unsigned long) [9] double std::generate_canonical<double, 53ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&)
 [126] __gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >::__normal_iterator(Object** const&) [192] std::_Vector_base<Object*, std::allocator<Object*> >::_Vector_impl_data::_Vector_impl_data() [152] std::iterator_traits<char const*>::iterator_category std::__iterator_category<char const*>(char const* const&)
 [166] __gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >::difference_type __gnu_cxx::operator-<Object**, std::vector<Object*, std::allocator<Object*> > >(__gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > > const&, __gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > > const&) [131] std::_Vector_base<Object*, std::allocator<Object*> >::_M_get_Tp_allocator() [33] Vec3* std::uninitialized_fill_n<Vec3*, unsigned long, Vec3>(Vec3*, unsigned long, Vec3 const&)
  [36] bool __gnu_cxx::operator!=<Vec3*, std::vector<Vec3, std::allocator<Vec3> > >(__gnu_cxx::__normal_iterator<Vec3*, std::vector<Vec3, std::allocator<Vec3> > > const&, __gnu_cxx::__normal_iterator<Vec3*, std::vector<Vec3, std::allocator<Vec3> > > const&) [193] std::_Vector_base<Object*, std::allocator<Object*> >::_Vector_base() [31] Vec3* std::__uninitialized_fill_n_a<Vec3*, unsigned long, Vec3, Vec3>(Vec3*, unsigned long, Vec3 const&, std::allocator<Vec3>&)
  [14] bool __gnu_cxx::operator!=<Object* const*, std::vector<Object*, std::allocator<Object*> > >(__gnu_cxx::__normal_iterator<Object* const*, std::vector<Object*, std::allocator<Object*> > > const&, __gnu_cxx::__normal_iterator<Object* const*, std::vector<Object*, std::allocator<Object*> > > const&) [194] std::_Vector_base<Object*, std::allocator<Object*> >::~_Vector_base() [172] unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
  [12] Lambertian::randomUnitVector() const [137] std::random_device::random_device() [18] double const& std::min<double>(double const&, double const&)
  [11] Lambertian::randomInHemisphere(Vec3 const&) const [161] std::random_device::~random_device() [114] unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&)
  [10] Lambertian::scatter(Ray const&, HitInfo const&, Vec3&, Ray&) const [138] std::random_device::operator()() [158] std::remove_reference<Object*&>::type&& std::move<Object*&>(Object*&)
